idx,image_key,question,question_type,split,reference_image,logit_Ref,logit_Know,logit_Reason,logit_Decide,p_Ref,p_Know,p_Reason,p_Decide,margin_Ref,margin_Know,margin_Reason,margin_Decide,y_Ref,y_Know,y_Reason,y_Decide,vector,active_experts,prior_vector,match_prior
85,DS-MVTec/bottle/image/broken_large/019.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,125.png,4.869276,17.106682,5.782710,3.694019,0.992380,1.000000,0.996929,0.975732,+0.817380,+0.825000,+0.821929,+0.800732,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
86,DS-MVTec/bottle/image/broken_large/019.png,There is a defect in the object. How does the defect affect the bottle?,Defect Analysis,train,125.png,-5.267171,14.514974,9.512338,2.287798,0.005132,1.000000,0.999926,0.907861,-0.169868,+0.825000,+0.824926,+0.732861,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
87,DS-MVTec/bottle/image/broken_small/000.png,Is there any defect in the object?,Anomaly Detection,train,133.png,14.762203,-7.464645,-14.889703,3.093246,1.000000,0.000573,0.000000,0.956613,+0.825000,-0.174427,-0.175000,+0.781613,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
88,DS-MVTec/bottle/image/broken_small/000.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,133.png,11.896409,5.501121,-5.469508,3.710770,0.999993,0.995934,0.004196,0.976125,+0.824993,+0.820934,-0.170804,+0.801125,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
89,DS-MVTec/bottle/image/broken_small/000.png,There is a defect in the object. Where is the defect?,Defect Localization,train,133.png,12.628673,-5.960098,-12.545161,2.736069,0.999997,0.002573,0.000004,0.939122,+0.824997,-0.172427,-0.174996,+0.764122,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
90,DS-MVTec/bottle/image/broken_small/000.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,133.png,4.001665,16.840179,6.057417,3.572814,0.982043,1.000000,0.997665,0.972690,+0.807043,+0.825000,+0.822665,+0.797690,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
91,DS-MVTec/bottle/image/broken_small/000.png,There is a defect in the object. What is the effect of the defect on the bottle?,Defect Analysis,eval,133.png,-6.155577,18.061623,11.694850,2.753445,0.002117,1.000000,0.999992,0.940108,-0.172883,+0.825000,+0.824992,+0.765108,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
92,DS-MVTec/bottle/image/broken_small/001.png,Is there any defect in the object?,Anomaly Detection,train,061.png,15.862339,-7.660215,-15.608257,3.246631,1.000000,0.000471,0.000000,0.962552,+0.825000,-0.174529,-0.175000,+0.787552,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
93,DS-MVTec/bottle/image/broken_small/001.png,There is a defect in the object. What is the type of the defect?,Defect Classification,eval,061.png,13.154868,5.286446,-6.285705,3.860402,0.999998,0.994966,0.001859,0.979375,+0.824998,+0.819966,-0.173141,+0.804375,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
94,DS-MVTec/bottle/image/broken_small/001.png,There is a defect in the object. Where is the defect?,Defect Localization,eval,061.png,13.868389,-6.188275,-13.350254,2.889141,0.999999,0.002049,0.000002,0.947307,+0.824999,-0.172951,-0.174998,+0.772307,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
95,DS-MVTec/bottle/image/broken_small/001.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,eval,061.png,5.243126,16.650063,5.268394,3.721103,0.994744,1.000000,0.994875,0.976365,+0.819744,+0.825000,+0.819875,+0.801365,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
96,DS-MVTec/bottle/image/broken_small/001.png,There is a defect in the object. How does the defect affect the appearance of the bottle?,Defect Analysis,train,061.png,-6.407777,19.539177,12.592536,2.940095,0.001646,1.000000,0.999997,0.949793,-0.173354,+0.825000,+0.824997,+0.774793,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
97,DS-MVTec/bottle/image/broken_small/002.png,Is there any defect in the object?,Anomaly Detection,train,084.png,15.200548,-7.463814,-15.094268,3.141042,1.000000,0.000573,0.000000,0.958554,+0.825000,-0.174427,-0.175000,+0.783554,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
98,DS-MVTec/bottle/image/broken_small/002.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,084.png,12.367424,5.671772,-5.605946,3.776567,0.999996,0.996570,0.003662,0.977612,+0.824996,+0.821570,-0.171338,+0.802612,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
99,DS-MVTec/bottle/image/broken_small/002.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,084.png,4.473862,17.007057,5.916542,3.638835,0.988725,1.000000,0.997313,0.974390,+0.813725,+0.825000,+0.822313,+0.799390,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
100,DS-MVTec/bottle/image/broken_small/002.png,There is a defect in the object. What is the potential effect of the defect?,Defect Analysis,eval,084.png,-5.475741,19.146282,11.948522,2.821692,0.004170,1.000000,0.999994,0.943837,-0.170830,+0.825000,+0.824994,+0.768837,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
101,DS-MVTec/bottle/image/broken_small/003.png,Is there any defect in the object?,Anomaly Detection,train,125.png,15.753133,-7.562902,-15.446350,3.216364,1.000000,0.000519,0.000000,0.961446,+0.825000,-0.174481,-0.175000,+0.786445,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
102,DS-MVTec/bottle/image/broken_small/003.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,125.png,12.988657,5.596288,-5.968719,3.848093,0.999998,0.996302,0.002551,0.979125,+0.824998,+0.821302,-0.172449,+0.804125,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
103,DS-MVTec/bottle/image/broken_small/003.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,125.png,5.081699,16.950054,5.575793,3.709041,0.993829,1.000000,0.996226,0.976085,+0.818829,+0.825000,+0.821226,+0.801085,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
104,DS-MVTec/bottle/image/broken_small/003.png,There is a defect in the object. How does the defect affect the bottle's appearance?,Defect Analysis,eval,125.png,-6.306961,18.990757,12.256676,2.868466,0.001820,1.000000,0.999995,0.946265,-0.173180,+0.825000,+0.824995,+0.771265,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
105,DS-MVTec/bottle/image/broken_small/004.png,Is there any defect in the object?,Anomaly Detection,train,125.png,15.293064,-7.397636,-15.055907,3.137904,1.000000,0.000612,0.000000,0.958429,+0.825000,-0.174388,-0.175000,+0.783429,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
106,DS-MVTec/bottle/image/broken_small/004.png,There is a defect in the object. What is the type of the defect?,Defect Classification,eval,125.png,12.370555,6.099511,-5.308833,3.801592,0.999996,0.997761,0.004923,0.978153,+0.824996,+0.822761,-0.170077,+0.803153,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
107,DS-MVTec/bottle/image/broken_small/004.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,eval,125.png,4.489415,17.405613,6.175369,3.667568,0.988897,1.000000,0.997924,0.975098,+0.813897,+0.825000,+0.822924,+0.800098,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
108,DS-MVTec/bottle/image/broken_small/004.png,There is a defect in the object. What effect does the defect have?,Defect Analysis,train,125.png,-5.762151,18.240517,11.607064,2.739152,0.003134,1.000000,0.999991,0.939298,-0.171866,+0.825000,+0.824991,+0.764298,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
109,DS-MVTec/bottle/image/broken_small/005.png,Is there any defect in the object?,Anomaly Detection,train,125.png,14.733845,-7.364999,-14.762460,3.071593,1.000000,0.000633,0.000000,0.955706,+0.825000,-0.174367,-0.175000,+0.780706,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
110,DS-MVTec/bottle/image/broken_small/005.png,There is a defect in the object. Where is the defect?,Defect Localization,eval,125.png,12.544329,-5.576583,-12.233985,2.740660,0.999996,0.003771,0.000005,0.939384,+0.824996,-0.171229,-0.174995,+0.764384,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
111,DS-MVTec/bottle/image/broken_small/005.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,125.png,3.936484,17.242201,6.357064,3.589558,0.980857,1.000000,0.998268,0.973131,+0.805857,+0.825000,+0.823268,+0.798131,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
112,DS-MVTec/bottle/image/broken_small/005.png,There is a defect in the object. What effect does the defect have on the bottle's opening?,Defect Analysis,train,125.png,-6.594257,19.809498,12.755010,2.986282,0.001366,1.000000,0.999997,0.951951,-0.173634,+0.825000,+0.824997,+0.776951,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
113,DS-MVTec/bottle/image/broken_small/006.png,Is there any defect in the object?,Anomaly Detection,train,125.png,15.065638,-7.381735,-14.930360,3.109781,1.000000,0.000622,0.000000,0.957294,+0.825000,-0.174378,-0.175000,+0.782294,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
114,DS-MVTec/bottle/image/broken_small/006.png,There is a defect in the object. What is the type of the defect?,Defect Classification,eval,125.png,12.205618,5.965323,-5.291788,3.765212,0.999995,0.997440,0.005008,0.977362,+0.824995,+0.822440,-0.169992,+0.802362,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
115,DS-MVTec/bottle/image/broken_small/006.png,There is a defect in the object. Where is the defect?,Defect Localization,eval,125.png,12.939191,-5.545927,-12.402626,2.785838,0.999998,0.003888,0.000004,0.941906,+0.824998,-0.171112,-0.174996,+0.766906,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
116,DS-MVTec/bottle/image/broken_small/006.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,125.png,4.342907,17.254889,6.172853,3.632241,0.987168,1.000000,0.997919,0.974225,+0.812168,+0.825000,+0.822919,+0.799225,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
117,DS-MVTec/bottle/image/broken_small/006.png,There is a defect in the object. How does the defect affect the appearance of the object?,Defect Analysis,train,125.png,-5.728686,23.341244,14.196826,3.336595,0.003241,1.000000,0.999999,0.965663,-0.171759,+0.825000,+0.824999,+0.790663,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
118,DS-MVTec/bottle/image/broken_small/007.png,Is there any defect in the object?,Anomaly Detection,train,073.png,15.540180,-7.534200,-15.325747,3.190360,1.000000,0.000534,0.000000,0.960470,+0.825000,-0.174466,-0.175000,+0.785470,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
119,DS-MVTec/bottle/image/broken_small/007.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,073.png,12.706164,5.738560,-5.756302,3.835164,0.999997,0.996791,0.003153,0.978859,+0.824997,+0.821791,-0.171847,+0.803859,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
120,DS-MVTec/bottle/image/broken_small/007.png,There is a defect in the object. Where is the defect?,Defect Localization,eval,073.png,13.447274,-5.797341,-12.877980,2.855864,0.999999,0.003026,0.000003,0.945621,+0.824999,-0.171974,-0.174997,+0.770621,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
121,DS-MVTec/bottle/image/broken_small/007.png,There is a defect in the object. How does the defect affect the object's appearance?,Defect Analysis,train,073.png,-5.481433,20.827919,12.787944,3.021956,0.004146,1.000000,0.999997,0.953556,-0.170854,+0.825000,+0.824997,+0.778556,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
122,DS-MVTec/bottle/image/broken_small/008.png,Is there any defect in the object?,Anomaly Detection,train,125.png,15.106762,-7.485667,-15.065895,3.133047,1.000000,0.000561,0.000000,0.958236,+0.825000,-0.174439,-0.175000,+0.783235,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
123,DS-MVTec/bottle/image/broken_small/008.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,125.png,12.256980,5.632769,-5.562762,3.761178,0.999995,0.996434,0.003823,0.977272,+0.824995,+0.821434,-0.171177,+0.802272,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
124,DS-MVTec/bottle/image/broken_small/008.png,There is a defect in the object. Where is the defect?,Defect Localization,train,125.png,13.000671,-5.887814,-12.678843,2.782813,0.999998,0.002765,0.000003,0.941740,+0.824998,-0.172235,-0.174997,+0.766740,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
125,DS-MVTec/bottle/image/broken_small/008.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,125.png,4.376820,16.949907,5.939372,3.624505,0.987591,1.000000,0.997373,0.974030,+0.812591,+0.825000,+0.822373,+0.799030,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
126,DS-MVTec/bottle/image/broken_small/008.png,There is a defect in the object. How does the defect area compare to the rest of the rim?,Defect Analysis,train,125.png,-3.732871,13.204752,7.851772,2.250302,0.023365,0.999998,0.999611,0.904677,-0.151635,+0.824998,+0.824611,+0.729677,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
127,DS-MVTec/bottle/image/broken_small/009.png,Is there any defect in the object?,Anomaly Detection,eval,137.png,15.172859,-7.414365,-15.028208,3.130489,1.000000,0.000602,0.000000,0.958133,+0.825000,-0.174398,-0.175000,+0.783133,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
128,DS-MVTec/bottle/image/broken_small/009.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,137.png,12.227242,6.141590,-5.247786,3.807784,0.999995,0.997853,0.005232,0.978285,+0.824995,+0.822853,-0.169768,+0.803285,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
129,DS-MVTec/bottle/image/broken_small/009.png,There is a defect in the object. Where is the defect?,Defect Localization,eval,137.png,12.981750,-5.403154,-12.387794,2.826330,0.999998,0.004482,0.000004,0.944082,+0.824998,-0.170518,-0.174996,+0.769082,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
130,DS-MVTec/bottle/image/broken_small/009.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,137.png,4.349836,17.447308,6.240150,3.672470,0.987256,1.000000,0.998054,0.975216,+0.812256,+0.825000,+0.823054,+0.800216,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
131,DS-MVTec/bottle/image/broken_small/009.png,There is a defect in the object. How does the defect affect the object?,Defect Analysis,train,137.png,-3.386212,14.179646,8.305398,2.406487,0.032729,0.999999,0.999753,0.917321,-0.142271,+0.824999,+0.824753,+0.742321,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
132,DS-MVTec/bottle/image/broken_small/010.png,Is there any defect in the object?,Anomaly Detection,train,125.png,15.076195,-7.369966,-14.931643,3.110660,1.000000,0.000629,0.000000,0.957330,+0.825000,-0.174370,-0.175000,+0.782330,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
133,DS-MVTec/bottle/image/broken_small/010.png,There is a defect in the object. Where is the defect?,Defect Localization,train,125.png,12.953247,-5.575371,-12.443814,2.787607,0.999998,0.003776,0.000004,0.942002,+0.824998,-0.171224,-0.174996,+0.767002,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
134,DS-MVTec/bottle/image/broken_small/010.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,125.png,4.350820,17.233860,6.139557,3.633332,0.987268,1.000000,0.997849,0.974252,+0.812268,+0.825000,+0.822849,+0.799252,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
135,DS-MVTec/bottle/image/broken_small/010.png,There is a defect in the object. How does the defect affect the object's appearance?,Defect Analysis,train,125.png,-5.517735,20.732365,12.760844,3.010792,0.003999,1.000000,0.999997,0.953059,-0.171001,+0.825000,+0.824997,+0.778059,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
136,DS-MVTec/bottle/image/broken_small/011.png,Is there any defect in the object?,Anomaly Detection,eval,061.png,15.590990,-7.568110,-15.388173,3.202127,1.000000,0.000516,0.000000,0.960914,+0.825000,-0.174484,-0.175000,+0.785914,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
137,DS-MVTec/bottle/image/broken_small/011.png,There is a defect in the object. Where is the defect?,Defect Localization,train,061.png,13.546456,-5.990536,-13.056351,2.856684,0.999999,0.002496,0.000002,0.945663,+0.824999,-0.172504,-0.174998,+0.770663,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
138,DS-MVTec/bottle/image/broken_small/011.png,There is a defect in the object. What is the effect of the defect on the bottle's appearance?,Defect Analysis,train,061.png,-6.999621,22.282276,14.214602,3.304682,0.000911,1.000000,0.999999,0.964589,-0.174089,+0.825000,+0.824999,+0.789589,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
