idx,image_key,question_type,question,vector,p_Ref,p_Know,p_Reason,p_Decide,y_Ref,y_Know,y_Reason,y_Decide,active_experts,n_images
156,DS-MVTec/bottle/image/broken_small/016.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
157,DS-MVTec/bottle/image/broken_small/016.png,Defect Analysis,There is a defect in the object. What could be the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
158,DS-MVTec/bottle/image/broken_small/017.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
159,DS-MVTec/bottle/image/broken_small/017.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
160,DS-MVTec/bottle/image/broken_small/017.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
161,DS-MVTec/bottle/image/broken_small/017.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
162,DS-MVTec/bottle/image/broken_small/017.png,Defect Analysis,There is a defect in the object. What is the effect of the defect on the bottle's appearance?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
163,DS-MVTec/bottle/image/broken_small/018.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
164,DS-MVTec/bottle/image/broken_small/018.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
165,DS-MVTec/bottle/image/broken_small/018.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
166,DS-MVTec/bottle/image/broken_small/018.png,Defect Analysis,There is a defect in the object. What effect does the defect have on the object?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
167,DS-MVTec/bottle/image/broken_small/019.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
168,DS-MVTec/bottle/image/broken_small/019.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
169,DS-MVTec/bottle/image/broken_small/019.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
170,DS-MVTec/bottle/image/broken_small/019.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
171,DS-MVTec/bottle/image/broken_small/019.png,Defect Analysis,There is a defect in the object. What does the defect suggest about the bottle's rim?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
172,DS-MVTec/bottle/image/broken_small/020.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
173,DS-MVTec/bottle/image/broken_small/020.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
174,DS-MVTec/bottle/image/broken_small/020.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
175,DS-MVTec/bottle/image/broken_small/020.png,Defect Analysis,There is a defect in the object. How does the defect contrast with the rest of the bottle's inner surface?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
176,DS-MVTec/bottle/image/broken_small/021.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
177,DS-MVTec/bottle/image/broken_small/021.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
178,DS-MVTec/bottle/image/broken_small/021.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
179,DS-MVTec/bottle/image/broken_small/021.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
180,DS-MVTec/bottle/image/contamination/000.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
181,DS-MVTec/bottle/image/contamination/000.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
182,DS-MVTec/bottle/image/contamination/000.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
183,DS-MVTec/bottle/image/contamination/000.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
184,DS-MVTec/bottle/image/contamination/001.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
185,DS-MVTec/bottle/image/contamination/001.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
186,DS-MVTec/bottle/image/contamination/001.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
187,DS-MVTec/bottle/image/contamination/001.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
188,DS-MVTec/bottle/image/contamination/001.png,Defect Analysis,There is a defect in the object. What does the defect indicate?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
189,DS-MVTec/bottle/image/contamination/002.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
190,DS-MVTec/bottle/image/contamination/002.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
191,DS-MVTec/bottle/image/contamination/002.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
192,DS-MVTec/bottle/image/contamination/002.png,Defect Analysis,There is a defect in the object. What could be the effect of this defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
193,DS-MVTec/bottle/image/contamination/003.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
194,DS-MVTec/bottle/image/contamination/003.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
195,DS-MVTec/bottle/image/contamination/003.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
196,DS-MVTec/bottle/image/contamination/004.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
197,DS-MVTec/bottle/image/contamination/004.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
198,DS-MVTec/bottle/image/contamination/004.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
199,DS-MVTec/bottle/image/contamination/004.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
200,DS-MVTec/bottle/image/contamination/005.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
201,DS-MVTec/bottle/image/contamination/005.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
202,DS-MVTec/bottle/image/contamination/005.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
203,DS-MVTec/bottle/image/contamination/005.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
204,DS-MVTec/bottle/image/contamination/006.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
205,DS-MVTec/bottle/image/contamination/006.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
206,DS-MVTec/bottle/image/contamination/006.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
207,DS-MVTec/bottle/image/contamination/006.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
208,DS-MVTec/bottle/image/contamination/006.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
209,DS-MVTec/bottle/image/contamination/007.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
210,DS-MVTec/bottle/image/contamination/007.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
211,DS-MVTec/bottle/image/contamination/007.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
212,DS-MVTec/bottle/image/contamination/007.png,Defect Analysis,There is a defect in the object. What is the effect of the defect on the product?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
213,DS-MVTec/bottle/image/contamination/008.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
214,DS-MVTec/bottle/image/contamination/008.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
215,DS-MVTec/bottle/image/contamination/008.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
216,DS-MVTec/bottle/image/contamination/008.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
217,DS-MVTec/bottle/image/contamination/008.png,Defect Analysis,There is a defect in the object. What could be the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
218,DS-MVTec/bottle/image/contamination/009.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
219,DS-MVTec/bottle/image/contamination/009.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
220,DS-MVTec/bottle/image/contamination/009.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
221,DS-MVTec/bottle/image/contamination/009.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
222,DS-MVTec/bottle/image/contamination/009.png,Defect Analysis,There is a defect in the object. What effect does the defect have on the object?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
223,DS-MVTec/bottle/image/contamination/010.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
224,DS-MVTec/bottle/image/contamination/010.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
225,DS-MVTec/bottle/image/contamination/010.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
226,DS-MVTec/bottle/image/contamination/010.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
227,DS-MVTec/bottle/image/contamination/010.png,Defect Analysis,There is a defect in the object. What is the potential effect of the defect on the bottle?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
228,DS-MVTec/bottle/image/contamination/011.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
229,DS-MVTec/bottle/image/contamination/011.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
230,DS-MVTec/bottle/image/contamination/011.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
231,DS-MVTec/bottle/image/contamination/011.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
232,DS-MVTec/bottle/image/contamination/011.png,Defect Analysis,There is a defect in the object. What may be the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
233,DS-MVTec/bottle/image/contamination/012.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
234,DS-MVTec/bottle/image/contamination/012.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
235,DS-MVTec/bottle/image/contamination/012.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
236,DS-MVTec/bottle/image/contamination/012.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
